,molecule_chembl_id,IC50,units,smiles,pIC50
3582,CHEMBL6030624,25.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nc(C)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6020599913279625
3583,CHEMBL5922695,25.0,nM,C=C(C)c1c(C)nc2c(F)cc(-c3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3F)cn12,7.6020599913279625
3584,CHEMBL470010,25.0,nM,COCCN(CCOC)S(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4ccc(F)c(Cl)c4)c3s2)cc1,7.6020599913279625
3585,CHEMBL6035358,25.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4nn(C)cc4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6020599913279625
3586,CHEMBL5909544,25.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3ccc4nc(C(F)(F)F)n(C(C)C)c4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6020599913279625
3587,CHEMBL5967623,25.0,nM,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(F)c(-c2cc(F)c3nc(C)n(C(C)C)c3c2)n1,7.6020599913279625
3588,CHEMBL5872428,25.0,nM,C=CC(=O)Nc1cc(Nc2ncc(F)c(-c3cc(F)c4nc(C)c(C(=C)C)n4c3)n2)c(OC)cc1N(C)CCN(C)C,7.6020599913279625
3589,CHEMBL66409,25.0,nM,O=[N+]([O-])c1cc2c(Nc3cccc(Br)c3)ncnc2cc1Cl,7.6020599913279625
3590,CHEMBL3671505,25.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCOC,7.6020599913279625
3591,CHEMBL3671506,25.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNS(C)(=O)=O,7.6020599913279625
3592,CHEMBL5969872,25.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cc(F)c4c(cnn4C)c3)n2)c(OC)cc1N(C)CCN(C)C,7.6020599913279625
3593,CHEMBL2437223,25.1,nM,CSCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1,7.600326278518962
3594,CHEMBL5180325,25.17,nM,Nc1ccc2ncnc(Nc3cccc4cc[nH]c34)c2c1,7.599116784451637
3595,CHEMBL4066504,25.3,nM,Fc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1Cl,7.596879478824182
3596,CHEMBL5833522,25.3,nM,COc1ccc(OCCNCc2cnccn2)cc1Nc1ncc(Cl)c(Nc2ccc3ccccc3c2P(C)(C)=O)n1,7.596879478824182
3597,CHEMBL5831739,25.5,nM,Nc1ncnc2c1c(C(=O)Nc1nc3cc(Cl)ccc3o1)cn2[C@@H]1CCN(C(=O)/C=C/CN2CCCC2)C1,7.5934598195660445
3598,CHEMBL4084868,25.5,nM,Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C4CCCC4)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,7.5934598195660445
3599,CHEMBL3819120,25.53,nM,O=C1N[C@H](C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2OCCN2CCCCC2)CO1,7.592949185195749
3600,CHEMBL5176897,25.6,nM,CCS(=O)(=O)n1cc(-c2nc(Nc3cc(Cl)c(N4CCC(N5CCN(C)CC5)CC4)cc3OC)ncc2Cl)c2ccccc21,7.59176003468815
3601,CHEMBL5286368,25.69,nM,CN1CCN(CCC(=O)N2CCOc3c2ccc2ncnc(Nc4ccc(F)c(Cl)c4)c32)CC1,7.590235895733654
3602,CHEMBL3357642,25.8,nM,CN(C)C/C=C(/F)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,7.58838029403677
3603,CHEMBL3805218,25.86,nM,Fc1ccc(Nc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)cc1Cl,7.587371479455625
3604,CHEMBL597948,25.9,nM,C#CCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC,7.586700235918748
3605,CHEMBL5181694,25.92,nM,CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C(F)=C\[C@@H]1CCCN1C,7.586365002801444
3606,CHEMBL1914662,26.0,nM,Br.Oc1ccc(-c2cc3c(NCc4ccc(F)cc4)ncnc3[nH]2)cc1,7.585026652029182
3607,CHEMBL179451,26.0,nM,ClCCNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,7.585026652029182
3608,CHEMBL3907533,26.0,nM,CCOc1cc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,7.585026652029182
3609,CHEMBL5631083,26.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3ccc4c(C)nccn34)n2)c(OC)cc1N(C)CCN(C)C,7.585026652029182
3610,CHEMBL5943090,26.0,nM,Cc1c([C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)ccnc1O,7.585026652029182
3611,CHEMBL1630113,26.0,nM,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.585026652029182
3612,CHEMBL6011498,26.0,nM,Cc1ncccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(N[C@H](CO)c3ccccc3)c2c1)C1=CNNN1,7.585026652029182
3613,CHEMBL3416629,26.0,nM,C#Cc1cccc(N2C(=O)Nc3c(C(=O)Nc4ccc(CN5CCCC5)cc4)sc4ncnc2c34)c1,7.585026652029182
3614,CHEMBL250924,26.0,nM,COc1cc2ncnc(C#Cc3ccccc3-c3ccccc3)c2cc1OC,7.585026652029182
3615,CHEMBL2425090,26.0,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC(O)C1,7.585026652029182
3616,CHEMBL5979209,26.0,nM,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(Cl)c(Cl)c5)c4c3)c3cscn3)NN2)CC1,7.585026652029182
3617,CHEMBL4575267,26.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(-c2ccccc2)nn1,7.585026652029182
3618,CHEMBL5417219,26.0,nM,CCN(CC)CCn1ncc2cc(Nc3nccc(-c4cn(S(=O)(=O)CC)c5ccccc45)n3)cc(NC(=O)C3CC3)c21,7.585026652029182
3619,CHEMBL3436354,26.0,nM,Cc1ccc(S(=O)(=O)O)cc1.Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCOCC6)o5)cc34)cc2Cl)c1,7.585026652029182
3620,CHEMBL3612563,26.0,nM,COCCn1c(=O)oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc21,7.585026652029182
3621,CHEMBL3676385,26.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)NCCC,7.585026652029182
3622,CHEMBL3671481,26.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(F)c3F)ncnc2cc1OCC1CCN(C(C)=O)CC1,7.585026652029182
3623,CHEMBL215171,26.0,nM,CS(=O)(=O)CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.585026652029182
3624,CHEMBL233325,26.0,nM,O[C@H]1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,7.585026652029182
3625,CHEMBL5894911,26.0,nM,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(NC5CCCCCC5)c4c3)c3cccnc3)NN2)CC1,7.585026652029182
3626,CHEMBL3760023,26.0,nM,C[C@@H](Nc1ncnc2sc(-c3cccc(S(C)(=O)=O)c3)cc12)c1ccccc1,7.585026652029182
3627,CHEMBL331906,26.0,nM,Oc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,7.585026652029182
3628,CHEMBL5412108,26.0,nM,CN(C)CCn1ccc2cc(Nc3nccc(-c4sc(N5CCOCC5)nc4-c4ccc(F)cc4)n3)ccc21,7.585026652029182
3629,CHEMBL3671477,26.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C(=O)CS(C)(=O)=O)CC1,7.585026652029182
3630,CHEMBL3671507,26.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)NCCC,7.585026652029182
3631,CHEMBL3671554,26.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCNCC(C)=O,7.585026652029182
3632,CHEMBL456758,26.0,nM,COC[C@@H]1CCCN1/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,7.585026652029182
3633,CHEMBL3676383,26.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)CN(CC)CC,7.585026652029182
3634,CHEMBL4061382,26.0,nM,NP(=O)(OCCCC(=O)Oc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)N(CCCl)CCCl,7.585026652029182
3635,CHEMBL333231,26.0,nM,Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,7.585026652029182
3636,CHEMBL5422383,26.0,nM,CCN1CCN(c2ccc(Nc3nccc(-c4sc(C5CCN(S(=O)(=O)CC)CC5)nc4-c4ccc(F)cc4)n3)cc2)CC1,7.585026652029182
3637,CHEMBL4288300,26.0,nM,COc1cccc(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1,7.585026652029182
3638,CHEMBL5745328,26.2,nM,Cc1cc(C(=O)/N=c2\[nH]c3ccccc3n2[C@H]2CCC[C@H](O)C2)cc(-c2cnn(C)c2)n1,7.581698708680254
3639,CHEMBL5932930,26.3,nM,Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3C3CCC3)ccn2)cn1,7.580044251510242
3640,CHEMBL4073278,26.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(/C=C/c4cc(C)cc(C)c4)cc3)ncc2Cl)c1,7.576754126063192
3641,CHEMBL3754057,26.56,nM,O=C(Nc1ccccn1)Nc1cc(-c2cncnc2)ccc1OC(F)(F)F,7.57577192930402
3642,CHEMBL4083904,26.6,nM,Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)CN(C)C)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,7.575118363368933
3643,CHEMBL4531250,26.8,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C(CSC(C)=O)CSC(C)=O,7.5718652059712115
3644,CHEMBL4062528,26.9,nM,S=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N1CCOCC1,7.570247719997592
3645,CHEMBL3622653,26.9,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C1CC1,7.570247719997592
3646,CHEMBL2419762,27.0,nM,Cl.c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,7.568636235841012
3647,CHEMBL31369,27.0,nM,C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCCN(C)C)c(Br)c3)c2c1,7.568636235841012
3648,CHEMBL4476772,27.0,nM,CCN(CC)C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,7.568636235841012
3649,CHEMBL163168,27.0,nM,O=C(O)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.568636235841012
3650,CHEMBL3736121,27.0,nM,CO[C@H]1CCN(c2nccc(Nc3cc4c(cn3)nc([C@@H](C)O)n4[C@H](C)C(F)(F)F)n2)C[C@H]1F,7.568636235841012
3651,CHEMBL6019018,27.0,nM,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4(C(F)(F)F)CC4)NN3)c3ccc4cccnc4c3)cc12,7.568636235841012
3652,CHEMBL4526992,27.0,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1ncc[nH]1,7.568636235841012
3653,CHEMBL3040910,27.0,nM,c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,7.568636235841012
3654,CHEMBL5815266,27.0,nM,Cn1ncc2cccc([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)c21,7.568636235841012
3655,CHEMBL5759210,27.0,nM,O=C1CCC(N2C(=O)c3cccc(NCCOCCOCCN4CCN(Cc5ccc(-c6cc7c(NCc8ccccc8Cl)ncnc7[nH]6)cc5)CC4)c3C2=O)C(=O)N1,7.568636235841012
3656,CHEMBL500591,27.0,nM,N#Cc1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,7.568636235841012
3657,CHEMBL290096,27.0,nM,Brc1cccc(Nc2ncnc3ccccc23)c1,7.568636235841012
3658,CHEMBL3973601,27.0,nM,COc1ccc(-c2cc3c(N[C@H](C)c4ccc(F)cc4)ncnc3o2)cc1,7.568636235841012
3659,CHEMBL514436,27.0,nM,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,7.568636235841012
3660,CHEMBL4105530,27.0,nM,NP(=O)(OCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)N(CCCl)CCCl,7.568636235841012
3661,CHEMBL301359,27.0,nM,c1ccc2ncncc2c1,7.568636235841012
3662,CHEMBL139044,27.0,nM,C=C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,7.568636235841012
3663,CHEMBL3786453,27.0,nM,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccn(C)n3)nc3[nH]ccc23)c1,7.568636235841012
3664,CHEMBL91484,27.0,nM,COc1cc2ncnc(NC3CC3c3ccccc3)c2cc1OCCCN(C)C,7.568636235841012
3665,CHEMBL470003,27.0,nM,Clc1cccc(Nc2ncnc3nc(Nc4ccccc4)sc23)c1,7.568636235841012
3666,CHEMBL5777725,27.0,nM,CC(C)N1C=C([C@@H](Nc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c2cccc3c2CCN3)NN1,7.568636235841012
3667,CHEMBL3740595,27.0,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)Cc4c(C)n(C(=O)c5ccc(Cl)cc5)c5ccc(OC)cc45)c(OCCOC)cc23)c1,7.568636235841012
3668,CHEMBL3416596,27.0,nM,COc1ccccc1-c1cc2c(N[C@H](C)c3ccc(F)cc3)ncnc2s1,7.568636235841012
3669,CHEMBL4283061,27.0,nM,CCOC(=O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1,7.568636235841012
3670,CHEMBL4558356,27.0,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)CSc1ncccn1,7.568636235841012
3671,CHEMBL384407,27.0,nM,CS(=O)(=O)CCN(CC#N)Cc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.568636235841012
3672,CHEMBL4282460,27.0,nM,O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1,7.568636235841012
3673,CHEMBL4449681,27.0,nM,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CO,7.568636235841012
3674,CHEMBL5423465,27.0,nM,CCC(=O)Nc1cc(Nc2nccc(-c3cn(S(=O)(=O)CC)c4ccccc34)n2)cc2cnn(CCN(C)C)c12,7.568636235841012
3675,CHEMBL5797186,27.0,nM,C=CC(=O)Nc1cc(Nc2nccc(-c3cnc4c(ccn4C)c3)n2)c(OC)cc1N1CCN(C)CC1,7.568636235841012
3676,CHEMBL1914672,27.0,nM,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(F)cc3)cc12)c1ccc(F)cc1,7.568636235841012
3677,CHEMBL4853833,27.0,nM,COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,7.568636235841012
3678,CHEMBL4755832,27.0,nM,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1ccccc1,7.568636235841012
3679,CHEMBL3739527,27.0,nM,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)CC4=C(C)/C(=C/c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)c(OCCOC(=O)CC4=C(C)/C(=C/c5ccc([S+](C)[O-])cc5)c5ccc(F)cc54)cc23)c1,7.568636235841012
3680,CHEMBL213342,27.0,nM,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2)o1,7.568636235841012
3681,CHEMBL5972461,27.0,nM,COc1cc(N2CCC(N3CCCC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,7.568636235841012
3682,CHEMBL3805325,27.3,nM,C#Cc1cccc(Nc2ncnc3cc(OCC4CCCO4)c4c(c23)OCCO4)c1,7.5638373529592435
3683,CHEMBL4070640,27.4,nM,CCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3OC)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.562249437179612
3684,CHEMBL5196024,27.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(SCCCN4CCOCC4)cc3)ncc2Cl)c1,7.560667306169737
3685,CHEMBL4474196,27.5,nM,CCC(=O)N1CCC[C@@H](n2c(=O)c(-c3cccc(F)c3Cl)c(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.560667306169737
3686,CHEMBL5206600,27.5,nM,CCC(=O)N1CCC[C@@H](N2CC(c3cccc(F)c3Cl)=C(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.560667306169737
3687,CHEMBL5265870,27.7,nM,C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4c(c3)CCC4)n2)ccc1N1CCN(C)CC1,7.557520230935552
3688,CHEMBL5272858,27.8,nM,C=CC(=O)Nc1cc(Nc2ncc(Br)c(Nc3ccc4ccn(C)c4c3)n2)ccc1N1CCN(C)CC1,7.555955204081924
3689,CHEMBL5925024,27.9,nM,Cc1c(-c2cc(C(=O)/N=c3\[nH]c4cc(N5CCN(C)CC5)ccc4n3CC(C)(C)O)ccn2)cnn1C,7.554395796726403
3690,CHEMBL4540295,27.92,nM,C=CC(=O)Nc1cc(Nc2nccc(NC(=O)c3ccc(C(F)(F)F)cc3)n2)c(OC)cc1N1CCN(C)CC1,7.554084586048877
3691,CHEMBL411897,28.0,nM,COC1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,7.552841968657781
3692,CHEMBL4749765,28.0,nM,O=C(Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F,7.552841968657781
3693,CHEMBL3676368,28.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OCCNC(=O)CCCN(C)C,7.552841968657781
3694,CHEMBL3436357,28.0,nM,CCOC(=O)N1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,7.552841968657781
3695,CHEMBL5532112,28.0,nM,Cc1cc(Oc2ncnc3sc4c(c23)CCCCC4)ccc1Cl,7.552841968657781
3696,CHEMBL1683963,28.0,nM,C/C(=C\c1c(C)ncnc1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1)C(=O)NCCN1CCOCC1,7.552841968657781
3697,CHEMBL6038037,28.0,nM,CC(C)(C)N1CCC(N2C=C([C@@H](Nc3cc(Cl)c4ncc(C#N)c(Nc5ccc(F)c(Cl)c5)c4c3)C3CCOCC3)NN2)CC1,7.552841968657781
3698,CHEMBL517123,28.0,nM,CN(C)C(=O)O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2)C1,7.552841968657781
3699,CHEMBL5426811,28.0,nM,C=CC(=O)Nc1cc(-c2c(-c3ccccc3)oc3ncnc(N[C@H]4CCC[C@H]4O)c23)ccc1N(C)CCN(C)C,7.552841968657781
3700,CHEMBL5401094,28.0,nM,COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1nccc(-n2ccnc2-c2ccc(F)cc2)n1,7.552841968657781
3701,CHEMBL3952877,28.0,nM,COC[C@@H](Nc1ncnc2oc(-c3ccccc3)cc12)c1ccccc1,7.552841968657781
3702,CHEMBL5917246,28.0,nM,CC(C)(C)CNc1c(C#N)cnc2c(Cl)cc(N[C@H](C3=CN(C4CC4)NN3)c3cncc4cnccc34)cc12,7.552841968657781
3703,CHEMBL5915123,28.0,nM,COc1ccc([C@H](Nc2cc(Cl)c3ncc(C#N)c(NCC(C)(C)C)c3c2)C2=CN(C3(C(F)(F)F)CC3)NN2)cn1,7.552841968657781
3704,CHEMBL93734,28.0,nM,CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],7.552841968657781
3705,CHEMBL3233783,28.0,nM,O=C(/C=C/CN1CCC(F)(F)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,7.552841968657781
3706,CHEMBL5895402,28.0,nM,Fc1ccc(Nc2ncnc3c(Cl)cc(NC(c4ccccc4)c4cn(C5CCNCC5)nn4)cc23)cc1Cl,7.552841968657781
3707,CHEMBL5951869,28.0,nM,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C#N)c2c1)C1=CN(C2(C(F)(F)F)CC2)NN1,7.552841968657781
3708,CHEMBL212954,28.0,nM,[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1,7.552841968657781
3709,CHEMBL5197952,28.0,nM,CCS(=O)(=O)n1cc2c3ccc(cc31)OCCCCCCOc1cc(c(F)cc1N1CCOCC1)Nc1ncc(Cl)c-2n1,7.552841968657781
3710,CHEMBL4435885,28.2,nM,COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OCCCN1CCNCCNCC1,7.549750891680639
3711,CHEMBL3827349,28.2,nM,c1cnc2ccc(Nc3ncnc4ccc(-c5cnn(C6CCNCC6)c5)cc34)cc2c1,7.549750891680639
3712,CHEMBL3921017,28.22,nM,C=CC(=O)N(C)CCn1nc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,7.549442990581671
3713,CHEMBL4071170,28.3,nM,S=C(NCc1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.548213564475709
3714,CHEMBL4848093,28.4,nM,NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,7.546681659952962
3715,CHEMBL5811320,28.4,nM,C=CC(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4ncccc4o3)c3c(N)ncnc32)C1,7.546681659952962
3716,CHEMBL3355884,28.5,nM,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-],7.54515513999149
3717,CHEMBL592215,28.5,nM,C=C=CCCCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1O,7.54515513999149
3718,CHEMBL4064937,28.7,nM,Cc1cc(Nc2ncc3c(n2)N([C@H]2CCN(C(=O)C4CC4)C2)C(=O)N(c2ccccc2Cl)C3)ccc1N1CCN(C)CC1,7.542118103266008
3719,CHEMBL3344214,28.7,nM,CS(=O)(=O)CCNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.542118103266008
3720,CHEMBL304929,28.8,nM,C#Cc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,7.540607512240769
3721,CHEMBL6024312,28.8,nM,C=CC(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4ccccc4o3)c3c(N)ncnc32)C1,7.540607512240769
3722,CHEMBL598798,28.8,nM,C#Cc1cc(Nc2ncnc3cc(OC)c(OCCCCCCC(=O)NO)cc23)ccc1F,7.540607512240769
3723,CHEMBL5203118,28.8,nM,C=CC(=O)Nc1cccc(N2C(=O)OCc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,7.540607512240769
3724,CHEMBL4065970,28.9,nM,CCCC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,7.539102157243452
3725,CHEMBL5436545,29.0,nM,CCS(=O)(=O)n1cc(-c2ccnc(Nc3cc(NC(=O)C=C(C)C)c4c(cnn4CCN(C)C)c3)n2)c2ccccc21,7.537602002101044
3726,CHEMBL3633930,29.0,nM,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c2c1,7.537602002101044
3727,CHEMBL3233793,29.0,nM,O=C(/C=C/CN1CCS(=O)(=O)CC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,7.537602002101044
3728,CHEMBL1630115,29.0,nM,Nc1ccccc1NC(=O)/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,7.537602002101044
3729,CHEMBL52418,29.0,nM,CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,7.537602002101044
3730,CHEMBL3929584,29.0,nM,C=Cc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3o2)cc1,7.537602002101044
3731,CHEMBL5966612,29.0,nM,Cn1ccc2c([C@H](Nc3cc(Cl)c4ncc(C#N)c(NCC(C)(C)C)c4c3)C3=CN(C4(C(F)(F)F)CC4)NN3)ccnc21,7.537602002101044
3732,CHEMBL4165267,29.0,nM,C/C=C/C(=O)Nc1cc2c(N3CCc4ccccc43)ncnc2cc1O[C@@H]1CCOC1,7.537602002101044
3733,CHEMBL3671552,29.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H](C)NC(C)=O,7.537602002101044
3734,CHEMBL3671555,29.0,nM,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC(C)NC(=O)NCCC,7.537602002101044
3735,CHEMBL4206312,29.0,nM,C=CC(=O)N1CC[C@@H](Nc2nc(Nc3ccc(N4CCN(C)CC4)cc3)c3ncn(C(C)C)c3n2)C1,7.537602002101044
